episode,reward,avg_wait_time,avg_ambulance_wait,avg_firetruck_wait,throughput_per_min,total_spawned,total_cleared,ambulance_cleared,firetruck_cleared,epsilon,mean_td_error
679,279.75,1.23,0.0,0.02,110.4,56,46,0,1,0.2568,1.1105
680,-372.0,2.0,0.0,2.5,117.6,66,49,0,1,0.2563,1.3873
681,99.15,1.43,0.75,0.02,98.4,51,41,4,1,0.2558,1.4433
682,-52.1,1.17,1.88,0.0,112.8,61,47,1,0,0.2553,1.0578
683,154.9,0.95,0.02,0.0,115.2,61,48,1,0,0.2548,0.9651
684,-291.4,2.0,1.83,0.17,98.4,57,41,3,2,0.2543,1.9163
685,-49.95,1.48,0.61,0.0,100.8,53,42,2,0,0.2538,0.9988
686,-49.05,1.05,0.0,0.0,100.8,52,42,0,0,0.2533,0.8225
687,5.2,1.42,1.54,0.02,105.6,58,44,2,1,0.2527,1.5377
688,-389.65,2.14,2.93,1.4,115.2,61,48,1,1,0.2522,1.4532
689,-91.95,1.78,0.0,0.0,100.8,53,42,0,0,0.2517,0.7967
690,150.95,1.24,0.02,0.2,96.0,52,40,1,1,0.2512,1.2139
691,52.5,1.46,0.0,0.0,122.4,63,51,0,0,0.2507,1.04
692,-34.7,1.34,1.09,0.0,115.2,63,48,3,0,0.2502,1.217
693,-276.75,1.72,1.52,1.0,93.6,51,39,3,1,0.2497,1.5636
694,-104.2,1.21,0.0,1.48,96.0,56,40,0,1,0.2492,1.1946
695,-19.5,1.64,0.6,0.0,108.0,60,45,1,0,0.2487,0.9947
696,140.9,1.69,0.33,0.02,115.2,63,48,2,1,0.2482,1.3971
697,-70.9,1.87,0.0,0.99,98.4,53,41,0,2,0.2477,1.2851
698,134.4,1.08,0.02,0.0,105.6,60,44,1,0,0.2472,1.0387
699,141.6,1.33,0.02,0.0,108.0,61,45,1,0,0.2467,0.996
700,-74.05,2.0,0.0,0.0,115.2,66,48,0,0,0.2463,0.9658
701,-59.65,1.51,1.18,0.0,98.4,56,41,1,0,0.2458,1.0084
702,13.75,1.26,0.67,1.2,108.0,56,45,2,1,0.2453,1.4708
703,9.2,1.57,0.0,0.0,110.4,56,46,0,0,0.2448,0.9303
704,-28.55,1.7,0.0,0.0,122.4,66,51,0,0,0.2443,0.9254
705,-546.35,1.4,1.45,1.53,100.8,53,42,2,3,0.2438,1.9668
706,-166.8,1.43,0.0,0.0,91.2,51,38,0,0,0.2433,0.9466
707,-15.65,1.04,0.0,0.0,115.2,58,48,0,0,0.2428,0.8682
708,-381.75,1.78,2.27,1.68,108.0,60,45,1,1,0.2423,1.3186
709,-75.15,1.68,0.0,0.0,96.0,52,40,0,0,0.2419,0.7623
710,364.5,1.19,0.0,0.02,100.8,52,42,0,2,0.2414,1.1753
711,57.9,1.75,2.3,0.02,115.2,62,48,1,1,0.2409,1.3251
712,-32.85,1.85,0.0,0.0,120.0,66,50,0,0,0.2404,0.8656
713,-19.7,1.74,0.02,0.0,93.6,49,39,2,0,0.2399,0.9128
714,113.65,1.24,0.65,0.0,98.4,55,41,6,0,0.2394,1.5541
715,-152.25,1.73,0.0,1.4,105.6,59,44,0,1,0.239,1.3239
716,22.0,1.58,0.0,0.0,120.0,65,50,0,0,0.2385,0.9082
717,413.1,1.33,0.02,0.02,112.8,58,47,3,1,0.238,1.271
718,-26.2,1.27,0.0,0.0,98.4,52,41,0,0,0.2375,1.1285
719,30.2,1.39,0.0,0.0,120.0,61,50,0,0,0.2371,0.8427
720,208.35,1.52,0.43,0.02,108.0,62,45,3,1,0.2366,1.3809
721,-57.7,1.68,0.0,0.0,105.6,57,44,0,0,0.2361,0.75
722,129.65,1.57,0.0,0.02,100.8,53,42,0,1,0.2356,1.013
723,-188.15,1.58,0.99,1.35,110.4,57,46,2,1,0.2352,1.4836
724,12.55,2.29,1.15,0.02,112.8,60,47,1,1,0.2347,1.2891
725,-111.4,1.43,0.0,0.0,96.0,53,40,0,0,0.2342,0.8381
726,24.0,1.39,0.02,0.0,96.0,55,40,1,0,0.2338,1.0823
727,19.9,1.29,0.0,0.0,110.4,59,46,0,0,0.2333,0.787
728,226.4,1.63,0.0,0.22,117.6,65,49,0,2,0.2328,1.3584
729,610.05,1.02,0.72,0.02,100.8,53,42,2,3,0.2324,1.5295
730,-76.3,1.47,0.0,0.0,108.0,56,45,0,0,0.2319,0.9149
731,12.65,1.69,0.0,0.68,98.4,54,41,0,2,0.2314,1.331
732,217.5,1.77,1.1,0.02,110.4,62,46,2,2,0.231,1.5809
733,-32.9,2.15,0.41,0.0,91.2,50,38,3,0,0.2305,1.1471
734,-190.6,1.39,1.33,0.0,98.4,53,41,1,0,0.23,1.1383
735,-607.3,1.65,1.57,1.6,96.0,56,40,6,1,0.2296,2.0064
736,11.7,1.72,0.0,0.0,127.2,67,53,0,0,0.2291,0.8976
737,106.7,1.46,0.02,0.0,96.0,54,40,2,0,0.2287,1.0209
738,-666.7,1.24,1.72,1.58,96.0,53,40,5,1,0.2282,2.0411
739,177.8,1.88,0.02,0.02,108.0,61,45,1,1,0.2278,1.3138
740,-66.2,2.05,0.8,0.0,110.4,65,46,2,0,0.2273,1.0973
741,49.7,1.84,0.67,0.88,108.0,57,45,1,3,0.2268,1.7387
742,12.95,0.93,0.02,0.0,98.4,54,41,2,0,0.2264,1.1143
743,133.4,1.37,0.02,0.0,108.0,58,45,1,0,0.2259,0.9651
744,121.95,1.59,0.02,0.02,115.2,65,48,1,1,0.2255,1.2418
745,223.3,1.99,0.02,0.02,98.4,54,41,2,1,0.225,1.3368
746,138.7,1.0,0.87,0.33,105.6,59,44,2,1,0.2246,1.223
747,-1356.95,2.51,0.79,2.93,93.6,56,39,3,3,0.2241,2.5537
748,-368.65,1.8,2.73,0.0,115.2,66,48,1,0,0.2237,1.1673
749,-119.8,2.3,0.17,0.0,76.8,45,32,2,0,0.2232,1.2284
750,-376.15,1.42,1.07,1.3,100.8,55,42,2,1,0.2228,1.6386
751,200.0,1.26,0.0,0.02,105.6,57,44,0,1,0.2223,1.0344
752,89.25,1.61,0.02,0.0,117.6,66,49,1,0,0.2219,0.9756
753,-302.15,1.35,1.24,0.02,91.2,51,38,2,1,0.2215,1.3516
754,-55.1,1.45,0.97,0.0,98.4,52,41,1,0,0.221,1.0812
755,0.45,1.59,0.0,0.77,105.6,60,44,0,1,0.2206,1.1218
756,170.95,1.56,1.34,0.02,112.8,65,47,4,2,0.2201,1.7139
757,302.85,1.21,0.02,0.02,103.2,52,43,1,1,0.2197,1.0625
758,-223.3,1.56,0.0,1.05,86.4,50,36,0,1,0.2193,1.0758
759,320.15,1.53,0.02,0.02,112.8,60,47,1,1,0.2188,1.1496
760,117.1,1.7,0.02,0.93,112.8,62,47,1,3,0.2184,1.8319
761,132.05,2.02,0.47,0.72,103.2,56,43,2,2,0.2179,1.571
762,519.0,0.97,0.2,0.02,100.8,54,42,2,3,0.2175,1.6284
763,10.55,1.47,0.0,0.0,108.0,57,45,0,0,0.2171,1.0531
764,-211.95,2.1,1.58,1.53,120.0,64,50,1,1,0.2166,1.5873
765,248.0,1.21,0.08,0.83,100.8,55,42,1,4,0.2162,2.0723
766,-236.05,0.66,1.3,0.0,100.8,54,42,5,0,0.2158,1.6975
767,-36.05,1.13,1.22,0.0,103.2,61,43,1,0,0.2153,1.1223
768,491.15,1.85,0.28,0.02,112.8,60,47,3,2,0.2149,1.8046
769,101.9,1.77,0.0,0.02,103.2,54,43,0,1,0.2145,1.0602
770,-2.6,1.22,0.0,0.0,108.0,55,45,0,0,0.2141,1.1485
771,246.95,1.14,0.02,0.02,108.0,61,45,1,1,0.2136,1.2312
772,26.8,1.76,0.57,0.0,120.0,67,50,1,0,0.2132,1.0121
773,148.45,1.28,0.0,0.02,103.2,52,43,0,1,0.2128,1.0714
774,-44.55,1.82,0.74,0.91,93.6,52,39,2,2,0.2123,1.5312
775,-89.8,1.73,1.22,0.0,105.6,57,44,3,0,0.2119,1.2282
776,45.15,1.53,0.0,0.23,117.6,65,49,0,1,0.2115,1.0581
777,-498.05,1.3,0.77,0.63,96.0,53,40,2,1,0.2111,1.5188
778,-207.4,1.04,0.0,0.0,96.0,54,40,0,0,0.2106,0.9334
779,194.5,1.29,0.0,0.02,110.4,59,46,0,1,0.2102,1.014
780,-845.05,2.35,1.95,2.48,108.0,61,45,4,1,0.2098,1.8609
781,-101.9,1.4,0.62,0.0,86.4,48,36,1,0,0.2094,0.8277
782,-56.85,1.26,0.0,0.0,105.6,55,44,0,0,0.209,0.9163
783,-122.1,2.02,1.22,0.71,105.6,58,44,2,2,0.2086,1.7589
784,281.0,1.67,0.02,0.02,117.6,67,49,1,1,0.2081,1.386
785,-119.55,1.83,0.0,0.0,93.6,52,39,0,0,0.2077,0.9664
786,350.15,1.4,0.02,0.4,98.4,55,41,1,3,0.2073,1.6178
787,207.0,1.31,0.0,0.02,105.6,59,44,0,1,0.2069,1.0345
788,-102.15,1.83,0.0,0.0,110.4,64,46,0,0,0.2065,0.8941
789,-549.6,1.53,0.02,2.29,96.0,52,40,1,2,0.2061,1.7958
790,-189.05,1.57,0.0,1.2,100.8,57,42,0,2,0.2056,1.639
791,-209.45,1.41,2.15,0.0,98.4,57,41,1,0,0.2052,1.0608
792,335.15,1.69,0.0,0.63,120.0,66,50,0,5,0.2048,2.0215
793,-2.45,1.17,0.0,0.0,100.8,54,42,0,0,0.2044,1.0587
794,5.95,1.23,0.02,0.0,98.4,55,41,1,0,0.204,1.076
795,-659.55,1.16,0.7,1.13,110.4,62,46,4,3,0.2036,2.3468
796,-1799.4,2.95,0.0,3.66,96.0,57,40,0,3,0.2032,2.1513
797,-52.8,1.58,0.0,0.0,100.8,58,42,0,0,0.2028,0.9489
798,839.55,0.94,0.11,0.02,105.6,59,44,3,3,0.2024,1.6901
799,74.85,1.42,0.02,0.0,110.4,58,46,1,0,0.202,0.9224
800,-305.1,1.92,0.0,0.0,120.0,66,50,0,0,0.2016,1.1299
801,-180.35,1.83,1.18,0.4,93.6,49,39,3,2,0.2012,1.9218
802,-87.05,1.25,0.0,0.0,100.8,53,42,0,0,0.2008,0.8024
803,63.35,1.11,0.0,0.0,115.2,61,48,0,0,0.2004,0.8109
804,-169.9,2.49,0.52,1.08,108.0,61,45,3,5,0.2,2.3538
805,35.85,1.16,0.88,0.0,108.0,56,45,2,0,0.1996,1.1001
806,-150.5,1.45,0.0,0.0,96.0,52,40,0,0,0.1992,0.9098
807,-687.1,1.7,0.14,1.77,103.2,57,43,2,4,0.1988,2.4158
808,-219.6,2.02,0.02,1.93,117.6,64,49,1,1,0.1984,1.3389
809,52.45,1.85,0.0,0.02,93.6,50,39,0,1,0.198,0.9334
810,443.3,1.26,0.46,0.02,98.4,54,41,2,2,0.1976,1.7661
811,49.15,1.55,0.82,0.78,105.6,57,44,2,2,0.1972,1.7751
812,257.85,1.75,0.02,0.02,117.6,64,49,1,1,0.1968,1.3645
813,-161.45,1.7,0.98,1.17,100.8,53,42,4,1,0.1964,1.6852
814,-272.6,1.4,0.0,2.32,112.8,58,47,0,1,0.196,1.3374
815,69.95,1.44,0.02,0.0,105.6,57,44,1,0,0.1956,1.0129
816,344.75,1.55,0.02,0.02,115.2,65,48,2,1,0.1952,1.2704
817,58.1,1.16,0.82,0.53,96.0,54,40,1,2,0.1948,1.5297
818,-64.3,1.41,0.0,0.02,96.0,52,40,0,1,0.1944,1.2148
819,-195.6,1.29,2.58,0.02,100.8,55,42,3,2,0.194,1.8441
820,161.45,1.65,0.0,0.02,117.6,66,49,0,1,0.1937,1.1305
821,-20.6,1.32,1.03,0.0,108.0,56,45,1,0,0.1933,0.8534
822,-37.15,1.25,1.54,0.0,115.2,56,48,2,0,0.1929,1.2032
823,75.45,1.2,0.0,0.52,105.6,61,44,0,1,0.1925,1.1198
824,-73.05,1.68,0.67,1.23,120.0,68,50,1,1,0.1921,1.2354
825,-150.3,1.88,0.0,0.87,105.6,54,44,0,3,0.1917,1.6648
826,67.6,1.34,0.0,0.02,88.8,52,37,0,1,0.1913,1.2266
827,234.7,1.23,0.0,0.02,103.2,57,43,0,1,0.191,1.2913
828,-550.4,1.75,1.29,0.0,110.4,64,46,5,0,0.1906,1.7763
829,47.3,1.87,0.27,0.0,91.2,50,38,3,0,0.1902,1.0022
830,54.7,1.9,0.0,0.02,93.6,50,39,0,1,0.1898,1.0919
831,232.35,1.1,0.71,0.63,103.2,56,43,6,1,0.1894,1.6871
832,142.55,1.86,0.0,0.02,117.6,65,49,0,1,0.1891,1.1799
833,-118.8,1.35,0.0,1.47,105.6,57,44,0,1,0.1887,1.1314
834,97.65,1.09,0.32,0.0,91.2,52,38,2,0,0.1883,1.2219
835,-559.7,1.37,1.53,0.0,100.8,55,42,2,0,0.1879,1.5157
836,132.15,2.12,0.02,0.15,110.4,64,46,1,1,0.1876,1.3481
837,222.15,1.74,0.0,0.02,96.0,54,40,0,2,0.1872,1.4054
838,-113.8,1.43,0.0,0.0,100.8,53,42,0,0,0.1868,0.88
839,132.35,1.21,0.02,0.0,110.4,60,46,1,0,0.1864,0.9929
840,-1022.7,1.78,1.99,0.0,105.6,60,44,4,0,0.1861,1.8335
841,-41.45,1.47,0.72,0.0,93.6,50,39,1,0,0.1857,1.0206
842,-33.05,1.41,0.0,0.0,108.0,55,45,0,0,0.1853,0.8159
843,100.2,0.89,0.78,0.68,105.6,58,44,2,2,0.1849,1.5483
844,92.55,1.47,0.0,0.3,112.8,63,47,0,1,0.1846,1.2093
845,-43.05,1.4,0.02,1.35,100.8,54,42,1,1,0.1842,1.3385
846,283.8,1.34,1.13,0.12,100.8,57,42,7,3,0.1838,2.2406
847,66.05,1.02,0.0,0.0,110.4,61,46,0,0,0.1835,0.8962
848,-48.65,1.88,0.0,0.0,122.4,64,51,0,0,0.1831,0.9095
849,78.35,1.48,0.45,0.0,100.8,56,42,2,0,0.1827,1.0621
850,72.85,0.96,0.02,0.0,103.2,56,43,1,0,0.1824,0.9552
851,-261.0,1.93,0.0,1.03,98.4,53,41,0,3,0.182,2.0327
852,-393.9,1.95,2.35,0.3,105.6,61,44,2,1,0.1816,1.6476
853,-48.35,1.52,0.43,0.0,100.8,53,42,1,0,0.1813,0.9684
854,-373.6,1.9,2.44,0.18,103.2,56,43,3,1,0.1809,1.5168
855,-1178.5,2.04,1.38,3.05,100.8,56,42,4,2,0.1806,2.3983
856,20.4,1.88,0.02,0.0,112.8,64,47,1,0,0.1802,1.1451
857,45.75,1.83,0.0,0.02,93.6,50,39,0,1,0.1798,0.9951
858,94.6,1.64,0.02,0.92,86.4,45,36,2,1,0.1795,1.2713
859,56.6,1.32,0.0,0.0,117.6,62,49,0,0,0.1791,0.8226
860,46.65,2.07,1.32,0.02,115.2,62,48,1,1,0.1788,1.2014
861,765.15,1.21,0.16,0.02,112.8,58,47,3,3,0.1784,1.6152
862,79.2,1.07,0.02,0.0,98.4,51,41,1,0,0.178,1.0509
863,96.75,1.1,0.0,0.0,110.4,59,46,0,0,0.1777,0.8791
864,183.5,1.89,0.22,0.0,110.4,62,46,4,0,0.1773,1.3355
865,34.8,1.44,0.02,0.0,100.8,53,42,1,0,0.177,0.9261
866,-80.9,1.51,0.02,0.0,84.0,47,35,1,0,0.1766,0.9662
867,120.85,1.03,0.02,0.0,108.0,61,45,3,0,0.1763,1.1376
868,-32.2,1.68,0.0,0.0,122.4,66,51,0,0,0.1759,0.8803
869,-99.6,2.01,0.02,0.0,86.4,52,36,1,0,0.1756,0.7926
870,-337.7,1.6,1.63,0.66,96.0,53,40,5,2,0.1752,2.0739
871,-20.35,1.69,0.0,0.0,110.4,58,46,0,0,0.1749,0.7723
872,-36.85,1.8,0.0,0.0,117.6,65,49,0,0,0.1745,0.8263
873,-581.2,1.32,1.24,1.37,100.8,54,42,4,1,0.1742,1.8283
874,68.5,1.4,0.42,0.0,103.2,53,43,2,0,0.1738,1.0218
875,140.4,1.19,0.02,0.0,110.4,60,46,1,0,0.1735,0.9047
876,8.65,1.82,0.0,0.78,117.6,68,49,0,2,0.1731,1.3285
877,-67.05,1.52,0.0,0.0,103.2,56,43,0,0,0.1728,0.832
878,-278.15,1.79,2.08,0.0,103.2,56,43,2,0,0.1724,1.1126
879,30.15,1.6,0.89,0.0,112.8,60,47,3,0,0.1721,1.2356
880,157.65,2.04,1.22,0.28,115.2,63,48,1,2,0.1717,1.5622
881,-54.85,1.46,0.0,0.0,98.4,53,41,0,0,0.1714,0.8381
882,-27.1,1.39,0.94,0.0,110.4,60,46,3,0,0.1711,1.2556
883,-146.7,1.22,0.51,0.02,105.6,60,44,2,1,0.1707,1.4474
884,90.15,1.37,0.02,0.0,117.6,67,49,1,0,0.1704,0.9532
885,-290.95,1.66,2.19,0.02,96.0,53,40,3,1,0.17,1.4251
886,292.1,1.12,1.54,0.02,112.8,59,47,2,2,0.1697,1.5908
887,278.35,1.29,0.02,0.02,115.2,62,48,1,1,0.1694,1.425
888,344.0,1.46,0.02,0.02,122.4,66,51,2,1,0.169,1.421
889,-397.85,1.34,2.48,1.02,93.6,52,39,2,1,0.1687,1.5296
890,-95.25,1.4,0.0,0.0,100.8,53,42,0,0,0.1683,0.7887
891,-60.8,1.68,0.79,0.52,115.2,61,48,3,1,0.168,1.5287
892,-32.45,1.94,0.02,1.15,117.6,64,49,1,1,0.1677,1.2609
893,-13.95,1.74,0.02,0.0,86.4,48,36,2,0,0.1673,0.9406
894,-91.4,1.52,1.31,0.65,98.4,53,41,6,3,0.167,2.1634
895,-341.6,1.43,0.0,2.48,100.8,57,42,0,1,0.1667,1.2422
896,169.85,1.35,0.06,0.0,117.6,67,49,2,0,0.1663,1.1514
897,-609.35,1.76,1.58,2.75,96.0,56,40,2,1,0.166,1.576
898,-89.1,1.59,0.0,1.28,100.8,54,42,0,1,0.1657,1.1483
899,-158.65,1.48,1.51,0.0,103.2,58,43,2,0,0.1653,1.1046
900,-45.35,1.94,0.63,0.02,115.2,63,48,3,1,0.165,1.4998
901,-167.75,1.87,0.0,0.0,98.4,53,41,0,0,0.1647,0.9098
902,-5.75,1.2,0.0,0.0,110.4,55,46,0,0,0.1643,0.8447
903,11.3,1.81,1.24,0.51,105.6,60,44,3,2,0.164,1.6604
904,81.4,1.6,0.13,0.0,115.2,65,48,1,0,0.1637,0.9861
905,-93.5,1.89,0.0,0.0,100.8,54,42,0,0,0.1634,0.8319
906,193.45,1.48,0.02,0.0,100.8,54,42,3,0,0.163,1.232
907,-397.4,1.45,0.02,1.9,103.2,60,43,1,2,0.1627,1.5533
908,7.1,1.69,0.0,0.0,127.2,66,53,0,0,0.1624,0.9304
909,4.7,0.69,0.02,1.29,100.8,55,42,2,2,0.1621,1.6778
910,-100.95,1.25,1.65,0.0,98.4,55,41,1,0,0.1617,1.0144
911,196.2,1.45,0.0,0.02,115.2,62,48,0,1,0.1614,0.9766
912,271.2,1.57,0.13,0.0,127.2,65,53,3,0,0.1611,1.1276
913,-116.7,1.55,0.0,1.72,108.0,54,45,0,1,0.1608,1.0778
914,189.1,1.16,0.42,0.4,112.8,58,47,1,1,0.1604,1.2399
915,-976.25,2.08,1.46,1.99,98.4,58,41,5,3,0.1601,2.5246
916,-161.7,1.71,2.3,0.0,112.8,64,47,1,0,0.1598,1.2279
917,-60.5,1.54,0.0,0.0,96.0,51,40,0,0,0.1595,0.842
918,687.35,1.78,0.28,0.02,98.4,51,41,3,4,0.1592,1.9967
919,52.75,1.12,0.0,0.0,108.0,60,45,0,0,0.1588,0.8622
920,7.45,1.67,0.0,0.0,124.8,66,52,0,0,0.1585,0.8491
921,-273.05,1.39,1.43,1.37,110.4,60,46,3,1,0.1582,1.6955
922,-65.2,1.24,0.0,0.0,103.2,55,43,0,0,0.1579,0.9471
923,-194.75,1.54,2.12,0.0,103.2,57,43,1,0,0.1576,1.0088
924,-287.75,1.98,1.55,1.43,115.2,63,48,2,1,0.1573,1.4568
925,-20.5,2.04,0.2,0.0,98.4,52,41,2,0,0.1569,0.9435
926,-2.05,1.17,0.0,0.0,100.8,53,42,0,0,0.1566,0.8136
927,547.75,1.86,0.03,0.02,96.0,55,40,3,2,0.1563,1.5155
928,-69.9,2.13,0.0,0.0,117.6,63,49,0,0,0.156,0.8758
929,74.95,1.96,0.0,0.02,100.8,58,42,0,1,0.1557,0.9443
930,-591.3,1.88,1.4,0.02,96.0,52,40,2,1,0.1554,1.6532
931,-79.0,1.38,0.0,1.22,110.4,61,46,0,1,0.1551,1.1932
932,18.95,1.58,0.0,0.0,120.0,65,50,0,0,0.1548,0.844
933,-493.6,2.29,0.13,1.72,74.4,47,31,2,2,0.1545,1.7513
934,-2.2,1.02,0.02,0.0,110.4,59,46,1,0,0.1541,0.9535
935,-29.85,1.69,1.13,0.0,108.0,60,45,1,0,0.1538,0.9687
936,-114.95,1.73,1.0,0.0,110.4,60,46,5,0,0.1535,1.4371
937,178.8,1.37,0.0,0.02,100.8,56,42,0,1,0.1532,0.955
938,-583.5,1.46,2.81,1.08,96.0,53,40,2,1,0.1529,1.8309
939,358.0,1.61,0.02,0.02,108.0,57,45,2,1,0.1526,1.2476
940,-53.5,1.61,0.0,0.0,110.4,64,46,0,0,0.1523,0.9747
941,-26.1,1.37,0.0,0.72,93.6,55,39,0,1,0.152,1.1214
942,-1120.2,1.57,3.03,1.94,93.6,54,39,2,3,0.1517,2.3145
943,3.5,1.29,0.0,0.0,105.6,55,44,0,0,0.1514,0.8167
944,-218.05,1.81,0.0,1.33,110.4,63,46,0,1,0.1511,1.1454
945,-108.0,1.38,0.0,0.83,100.8,52,42,0,1,0.1508,1.0109
946,-34.2,1.61,0.0,0.0,112.8,58,47,0,0,0.1505,0.755
947,-1.8,1.36,1.32,0.0,115.2,62,48,1,0,0.1502,1.0638
948,416.85,1.36,0.02,0.02,120.0,67,50,3,1,0.1499,1.2722
949,-94.2,1.72,0.0,0.0,96.0,50,40,0,0,0.1496,0.7684
950,409.75,1.3,0.02,0.02,110.4,59,46,2,1,0.1493,1.1422
951,-694.05,1.85,1.13,2.26,91.2,52,38,2,2,0.149,1.8194
952,64.1,2.28,0.0,0.02,115.2,65,48,0,1,0.1487,1.1169
953,-67.0,1.35,1.38,0.0,105.6,60,44,1,0,0.1484,1.0013
954,-121.5,1.47,1.27,0.0,108.0,55,45,3,0,0.1481,1.2512
955,84.85,1.13,0.0,0.0,110.4,58,46,0,0,0.1478,0.8785
956,159.75,1.85,0.02,0.0,120.0,63,50,3,0,0.1475,1.2254
957,203.2,1.69,0.24,0.81,108.0,57,45,2,3,0.1472,1.6037
958,-69.95,1.45,0.0,0.0,103.2,56,43,0,0,0.1469,0.8336
959,-429.8,1.03,0.0,1.34,103.2,58,43,0,3,0.1466,1.7634
960,390.15,1.69,0.02,0.29,120.0,67,50,1,3,0.1463,1.7613
961,-12.35,1.32,0.32,0.0,91.2,48,38,2,0,0.146,1.0808
962,-548.15,1.98,0.0,2.37,86.4,49,36,0,1,0.1457,1.2191
963,-408.4,1.45,0.22,2.29,96.0,54,40,3,2,0.1454,1.8262
964,251.5,1.78,0.02,0.02,120.0,66,50,1,1,0.1452,1.349
965,-15.5,1.57,0.0,0.0,103.2,56,43,0,0,0.1449,0.8741
966,145.3,1.49,0.02,0.0,98.4,52,41,2,0,0.1446,1.0412
967,350.55,1.32,0.02,0.02,105.6,61,44,2,1,0.1443,1.3726
968,117.1,1.41,0.02,0.82,112.8,63,47,1,1,0.144,1.5095
969,-279.05,1.42,3.02,1.17,105.6,56,44,1,1,0.1437,1.3827
970,151.6,0.98,0.1,0.62,98.4,55,41,1,1,0.1434,1.0814
971,57.1,1.07,0.0,0.0,122.4,64,51,0,0,0.1431,1.0596
972,290.25,1.26,0.02,0.02,112.8,63,47,1,1,0.1429,1.2175
973,95.9,2.2,0.02,0.02,84.0,45,35,2,1,0.1426,1.1521
974,-166.15,1.58,0.0,0.0,93.6,51,39,0,0,0.1423,0.7956
975,45.85,1.23,1.27,0.02,108.0,59,45,3,1,0.142,1.5213
976,-259.35,2.43,1.37,0.02,103.2,61,43,2,1,0.1417,1.3378
977,-70.75,1.47,0.0,0.0,96.0,53,40,0,0,0.1414,0.8799
978,-620.15,1.81,1.72,1.45,88.8,54,37,1,1,0.1411,1.3957
979,118.8,0.92,0.02,0.0,108.0,61,45,1,0,0.1409,1.0251
980,-778.7,2.1,6.57,1.21,108.0,59,45,1,2,0.1406,1.7849
981,-85.0,1.45,0.8,0.0,96.0,51,40,4,0,0.1403,1.1929
982,-66.95,1.06,1.13,0.0,96.0,52,40,1,0,0.14,0.9976
983,518.9,1.2,0.0,0.03,110.4,57,46,0,3,0.1397,1.5384
984,126.65,1.93,0.02,0.0,117.6,64,49,2,0,0.1395,1.1877
985,-84.7,1.59,0.0,0.0,96.0,50,40,0,0,0.1392,0.7222
986,-78.35,1.72,3.05,0.02,105.6,59,44,1,1,0.1389,1.2137
987,-63.2,1.54,1.34,0.0,108.0,61,45,2,0,0.1386,1.1752
988,291.1,1.58,1.38,0.16,115.2,66,48,1,2,0.1383,1.3861
989,-34.7,1.15,0.58,0.92,91.2,50,38,1,1,0.1381,1.2405
990,533.9,1.19,0.15,0.02,103.2,57,43,2,2,0.1378,1.452
991,207.3,1.51,0.0,0.02,105.6,56,44,0,1,0.1375,1.0838
992,-152.7,1.65,1.75,0.0,105.6,61,44,1,0,0.1372,1.0338
993,416.6,0.92,0.19,0.02,96.0,54,40,3,1,0.137,1.286
994,-1042.3,1.72,0.0,3.24,108.0,54,45,0,2,0.1367,1.7977
995,212.7,1.32,0.14,0.0,110.4,62,46,2,0,0.1364,1.234
996,-199.05,1.85,0.78,1.37,112.8,62,47,1,1,0.1362,1.4313
997,-123.1,1.63,0.0,0.0,91.2,49,38,0,0,0.1359,0.6803
998,33.7,1.57,0.0,0.12,103.2,53,43,0,1,0.1356,1.1692
999,73.0,0.98,0.55,0.86,98.4,56,41,1,2,0.1353,1.4583
1000,-83.95,1.99,0.75,0.0,112.8,62,47,2,0,0.1351,1.1482
1001,-136.05,1.39,1.07,0.33,93.6,52,39,1,1,0.1348,1.176
1002,83.3,1.94,0.45,0.0,100.8,54,42,4,0,0.1345,1.3384
1003,117.4,1.32,0.02,0.0,100.8,57,42,1,0,0.1343,0.849
1004,153.45,1.84,0.0,0.02,117.6,66,49,0,1,0.134,1.191
1005,-84.5,1.34,1.06,0.0,98.4,56,41,3,0,0.1337,1.2747
1006,-105.8,1.42,0.0,0.0,98.4,50,41,0,0,0.1335,0.9076
1007,-9.25,1.73,0.0,0.0,105.6,56,44,0,0,0.1332,0.7942
1008,434.85,1.76,0.61,0.02,117.6,66,49,2,3,0.1329,1.6229
1009,70.15,1.18,0.0,0.02,103.2,54,43,0,1,0.1327,1.0623
1010,-79.5,1.02,0.0,0.0,103.2,55,43,0,0,0.1324,0.7999
1011,-43.25,1.51,1.18,0.0,108.0,61,45,1,0,0.1321,0.9225
1012,-315.0,1.81,0.0,1.38,122.4,69,51,0,1,0.1319,1.302
1013,-172.4,2.02,0.0,0.0,91.2,50,38,0,0,0.1316,0.8053
1014,166.6,1.12,0.42,0.67,108.0,60,45,1,2,0.1313,1.3794
1015,14.15,1.91,0.02,0.0,108.0,60,45,1,0,0.1311,0.9815
1016,432.7,1.4,0.15,0.11,117.6,65,49,1,2,0.1308,1.39
1017,82.4,1.47,0.02,0.02,86.4,49,36,1,1,0.1305,1.0699
1018,-92.05,1.26,0.02,0.0,84.0,49,35,1,0,0.1303,0.7934
1019,-67.95,1.62,2.37,0.02,108.0,61,45,3,2,0.13,1.5791
1020,-91.85,1.44,1.45,0.0,117.6,65,49,1,0,0.1298,0.9915
1021,83.4,1.25,0.02,0.0,100.8,53,42,1,0,0.1295,0.9354
1022,352.8,1.62,0.0,0.02,108.0,56,45,0,2,0.1292,1.2011
